Volatility 3 Framework 2.28.1

Offset	Record Type	Record Number	Link Count	MFT Type	Permissions	Attribute Type	Created	Modified	Updated	Accessed	Filename
* 0x9cc80b0	FILE	83324	1	DirInUse	0x0	FILE_NAME	2017-01-29 00:45:09.000000 UTC	2017-01-29 00:45:09.000000 UTC	2017-01-29 00:45:09.000000 UTC	2017-01-29 00:45:09.000000 UTC	Pictures
0x9cc8450	FILE	83325	1	DirInUse	N/A	STANDARD_INFORMATION	2017-01-29 00:45:09.000000 UTC	2017-01-29 00:45:47.000000 UTC	2017-01-29 00:45:47.000000 UTC	2017-01-29 00:45:40.000000 UTC	N/A
* 0x9cc84b0	FILE	83325	1	DirInUse	0x0	FILE_NAME	2017-01-29 00:45:09.000000 UTC	2017-01-29 00:45:09.000000 UTC	2017-01-29 00:45:09.000000 UTC	2017-01-29 00:45:09.000000 UTC	Music
0x9cc8850	FILE	83326	1	DirInUse	N/A	STANDARD_INFORMATION	2017-01-29 00:45:09.000000 UTC	2017-01-29 00:45:47.000000 UTC	2017-01-29 00:45:47.000000 UTC	2017-01-29 00:45:40.000000 UTC	N/A
* 0x9cc88b0	FILE	83326	1	DirInUse	0x0	FILE_NAME	2017-01-29 00:45:09.000000 UTC	2017-01-29 00:45:09.000000 UTC	2017-01-29 00:45:09.000000 UTC	2017-01-29 00:45:09.000000 UTC	Links
0x9cc8c50	FILE	83327	2	DirInUse	N/A	STANDARD_INFORMATION	2017-01-29 00:45:09.000000 UTC	2017-01-29 00:45:52.000000 UTC	2017-01-29 00:45:52.000000 UTC	2017-01-29 00:45:52.000000 UTC	N/A
* 0x9cc8cb0	FILE	83327	2	DirInUse	0x0	FILE_NAME	2017-01-29 00:45:09.000000 UTC	2017-01-29 00:45:09.000000 UTC	2017-01-29 00:45:09.000000 UTC	2017-01-29 00:45:09.000000 UTC	FAVORI~1
* 0x9cc8d20	FILE	83327	2	DirInUse	0x0	FILE_NAME	2017-01-29 00:45:09.000000 UTC	2017-01-29 00:45:09.000000 UTC	2017-01-29 00:45:09.000000 UTC	2017-01-29 00:45:09.000000 UTC	Favorites
0x9cde050	FILE	19376	2	File	N/A	STANDARD_INFORMATION	2009-07-13 20:37:32.000000 UTC	2009-06-10 20:39:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	2009-07-13 20:37:32.000000 UTC	N/A
* 0x9cde0b0	FILE	19376	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	WINWAP~1.BRO
* 0x9cde128	FILE	19376	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	winwap.browser
0x9cde450	FILE	19377	2	File	N/A	STANDARD_INFORMATION	2009-07-14 02:36:19.000000 UTC	2009-06-10 20:39:46.000000 UTC	2017-01-29 02:58:46.000000 UTC	2009-07-14 02:36:19.000000 UTC	N/A
* 0x9cde4b0	FILE	19377	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	WINWAP~1.BRO
* 0x9cde528	FILE	19377	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	winwap.browser
0x9cde850	FILE	19378	2	File	N/A	STANDARD_INFORMATION	2009-07-14 02:36:19.000000 UTC	2009-06-10 21:22:48.000000 UTC	2017-01-29 02:58:46.000000 UTC	2009-07-14 02:36:19.000000 UTC	N/A
* 0x9cde8b0	FILE	19378	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	WINWAP~1.BRO
* 0x9cde928	FILE	19378	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	winwap.browser
0x9cdec50	FILE	19379	2	File	N/A	STANDARD_INFORMATION	2009-07-13 20:46:44.000000 UTC	2009-06-10 21:22:48.000000 UTC	2017-01-29 02:58:46.000000 UTC	2009-07-13 20:46:44.000000 UTC	N/A
* 0x9cdecb0	FILE	19379	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	XIINO~1.BRO
* 0x9cded20	FILE	19379	2	File	Archive	FILE_NAME	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	2017-01-29 02:58:32.000000 UTC	xiino.browser
0x9cdf050	FILE	30344	2	File	N/A	STANDARD_INFORMATION	2009-07-13 23:25:21.000000 UTC	2009-07-14 01:15:26.000000 UTC	2017-01-29 03:00:46.000000 UTC	2009-07-13 23:25:21.000000 UTC	N/A
* 0x9cdf0b0	FILE	30344	2	File	Archive	FILE_NAME	2017-01-29 03:00:06.000000 UTC	2017-01-29 03:00:06.000000 UTC	2017-01-29 03:00:06.000000 UTC	2017-01-29 03:00:06.000000 UTC	htui.dll
* 0x9cdf120	FILE	30344	2	File	Archive	FILE_NAME	2017-01-29 03:00:06.000000 UTC	2017-01-29 03:00:06.000000 UTC	2017-01-29 03:00:06.000000 UTC	2017-01-29 03:00:06.000000 UTC	htui.dll
0x9cdf450	FILE	30345	2	File	N/A	STANDARD_INFORMATION	2009-07-14 02:59:34.000000 UTC	2009-07-14 02:58:10.000000 UTC	2017-01-29 03:00:46.000000 UTC	2009-07-14 02:58:10.000000 UTC	N/A
* 0x9cdf4b0	FILE	30345	2	File	Archive	FILE_NAME	2017-01-29 03:00:06.000000 UTC	2017-01-29 03:00:06.000000 UTC	2017-01-29 03:00:06.000000 UTC	2017-01-29 03:00:06.000000 UTC	X8418D~1.DLL
* 0x9cdf528	FILE	30345	2	File	Archive	FILE_NAME	2017-01-29 03:00:06.000000 UTC	2017-01-29 03:00:06.000000 UTC	2017-01-29 03:00:06.000000 UTC	2017-01-29 03:00:06.000000 UTC	x86_microsoft-windows-halftone-ui_31bf3856ad364e35_6.1.7600.16385_none_dab66ee4fc705097_htui.dll_f896d66e
0x9cdf850	FILE	30346	1	File	N/A	STANDARD_INFORMATION	2009-07-14 00:27:16.000000 UTC	2009-07-14 01:41:05.000000 UTC	2017-01-29 03:00:46.000000 UTC	2009-07-14 00:27:16.000000 UTC	N/A
* 0x9cdf8b0	FILE	30346	1	File	Archive	FILE_NAME	2017-01-29 03:00:06.000000 UTC	2017-01-29 03:00:06.000000 UTC	2017-01-29 03:00:06.000000 UTC	2017-01-29 03:00:06.000000 UTC	hwebcore.dll
0x9cdfc50	FILE	30347	1	File	N/A	STANDARD_INFORMATION	2009-07-14 00:11:17.000000 UTC	2009-07-14 01:15:26.000000 UTC	2017-01-29 03:00:46.000000 UTC	2009-07-14 00:11:17.000000 UTC	N/A
* 0x9cdfcb0	FILE	30347	1	File	Archive	FILE_NAME	2017-01-29 03:00:06.000000 UTC	2017-01-29 03:00:06.000000 UTC	2017-01-29 03:00:06.000000 UTC	2017-01-29 03:00:06.000000 UTC	hwebcore.dll
0x9ce4050	FILE	26184	2	File	N/A	STANDARD_INFORMATION	2009-07-14 02:59:35.000000 UTC	2009-07-14 02:59:15.000000 UTC	2017-01-29 02:59:01.000000 UTC	2009-07-14 02:59:15.000000 UTC	N/A
* 0x9ce40b0	FILE	26184	2	File	Archive	FILE_NAME	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	X86_MI~1.CPL
* 0x9ce4128	FILE	26184	2	File	Archive	FILE_NAME	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	x86_microsoft-windows-legacyhwui_31bf3856ad364e35_6.1.7600.16385_none_e24a7886a9947ebf_hdwwiz.cpl_b6a1dbdc
0x9ce4450	FILE	26185	2	File	N/A	STANDARD_INFORMATION	2009-07-14 02:59:34.000000 UTC	2009-07-14 02:58:13.000000 UTC	2017-01-29 02:59:01.000000 UTC	2009-07-14 02:58:13.000000 UTC	N/A
* 0x9ce44b0	FILE	26185	2	File	Archive	FILE_NAME	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	AMD64_~1.CPL
* 0x9ce4528	FILE	26185	2	File	Archive	FILE_NAME	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	amd64_microsoft-windows-legacyhwui_31bf3856ad364e35_6.1.7600.16385_none_3e69140a61f1eff5_hdwwiz.cpl_b6a1dbdc
0x9ce4850	FILE	26186	2	File	N/A	STANDARD_INFORMATION	2009-07-13 23:27:02.000000 UTC	2009-07-14 01:38:51.000000 UTC	2017-01-29 02:59:01.000000 UTC	2009-07-13 23:27:02.000000 UTC	N/A
* 0x9ce48b0	FILE	26186	2	File	Archive	FILE_NAME	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	hdwwiz.cpl
* 0x9ce4920	FILE	26186	2	File	Archive	FILE_NAME	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	hdwwiz.cpl
0x9ce4c50	FILE	26187	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:25:52.000000 UTC	2015-04-24 20:25:52.000000 UTC	2017-01-29 02:59:01.000000 UTC	2015-04-24 20:25:52.000000 UTC	N/A
* 0x9ce4cb0	FILE	26187	2	File	Archive	FILE_NAME	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	inetcpl.cpl
* 0x9ce4d20	FILE	26187	2	File	Archive	FILE_NAME	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	2017-01-29 02:58:55.000000 UTC	inetcpl.cpl
0x9d89050	FILE	78764	2	File	N/A	STANDARD_INFORMATION	2009-07-13 23:08:01.000000 UTC	2009-06-10 21:39:54.000000 UTC	2017-01-29 03:10:14.000000 UTC	2009-07-13 23:08:01.000000 UTC	N/A
* 0x9d890b0	FILE	78764	2	File	Archive	FILE_NAME	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	sysprtj.sep
* 0x9d89120	FILE	78764	2	File	Archive	FILE_NAME	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	sysprtj.sep
0x9d89450	FILE	78765	2	File	N/A	STANDARD_INFORMATION	2009-07-13 23:16:33.000000 UTC	2009-06-10 21:01:15.000000 UTC	2017-01-29 03:10:14.000000 UTC	2009-07-13 23:16:33.000000 UTC	N/A
* 0x9d894b0	FILE	78765	2	File	Archive	FILE_NAME	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	sysprtj.sep
* 0x9d89520	FILE	78765	2	File	Archive	FILE_NAME	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	sysprtj.sep
0x9d89850	FILE	78766	2	File	N/A	STANDARD_INFORMATION	2010-11-21 03:19:21.000000 UTC	2010-11-21 00:22:34.000000 UTC	2017-01-29 03:10:14.000000 UTC	2010-11-21 03:19:21.000000 UTC	N/A
* 0x9d898b0	FILE	78766	2	File	Archive	FILE_NAME	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	PACKAG~1.SES
* 0x9d89928	FILE	78766	2	File	Archive	FILE_NAME	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	Package_for_KB976932~31bf3856ad364e35~amd64~~6.1.0.17514.ses
0x9d89c50	FILE	78767	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:41:18.000000 UTC	2017-01-29 00:45:38.000000 UTC	2017-01-29 00:45:38.000000 UTC	2015-04-24 20:41:18.000000 UTC	N/A
* 0x9d89cb0	FILE	78767	2	File	Archive	FILE_NAME	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	SESSIO~1
* 0x9d89d20	FILE	78767	2	File	Archive	FILE_NAME	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	2017-01-29 03:10:02.000000 UTC	SessionAgent
0x9d95050	FILE	39916	1	File	N/A	STANDARD_INFORMATION	2015-04-24 20:14:46.000000 UTC	2015-04-24 20:14:46.000000 UTC	2017-01-29 03:07:37.000000 UTC	2015-04-24 20:14:46.000000 UTC	N/A
* 0x9d950b0	FILE	39916	1	File	Archive	FILE_NAME	2017-01-29 03:07:10.000000 UTC	2017-01-29 03:07:10.000000 UTC	2017-01-29 03:07:10.000000 UTC	2017-01-29 03:07:10.000000 UTC	wscript.exe
0x9d95450	FILE	39917	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:14:46.000000 UTC	2015-04-24 20:14:46.000000 UTC	2017-01-29 03:07:37.000000 UTC	2015-04-24 20:14:46.000000 UTC	N/A
* 0x9d954b0	FILE	39917	2	File	Archive	FILE_NAME	2017-01-29 03:07:10.000000 UTC	2017-01-29 03:07:10.000000 UTC	2017-01-29 03:07:10.000000 UTC	2017-01-29 03:07:10.000000 UTC	wscript.exe
* 0x9d95520	FILE	39917	2	File	Archive	FILE_NAME	2017-01-29 03:07:10.000000 UTC	2017-01-29 03:07:10.000000 UTC	2017-01-29 03:07:10.000000 UTC	2017-01-29 03:07:10.000000 UTC	wscript.exe
0x9d95850	FILE	39918	1	File	N/A	STANDARD_INFORMATION	2009-07-13 23:42:51.000000 UTC	2009-07-14 01:14:49.000000 UTC	2017-01-29 03:07:37.000000 UTC	2009-07-13 23:42:51.000000 UTC	N/A
* 0x9d958b0	FILE	39918	1	File	Archive	FILE_NAME	2017-01-29 03:07:10.000000 UTC	2017-01-29 03:07:10.000000 UTC	2017-01-29 03:07:10.000000 UTC	2017-01-29 03:07:10.000000 UTC	wscript.exe
0x9d95c50	FILE	39919	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:14:46.000000 UTC	2015-04-24 20:14:46.000000 UTC	2017-01-29 03:07:37.000000 UTC	2015-04-24 20:14:46.000000 UTC	N/A
* 0x9d95cb0	FILE	39919	2	File	Archive	FILE_NAME	2017-01-29 03:07:10.000000 UTC	2017-01-29 03:07:10.000000 UTC	2017-01-29 03:07:10.000000 UTC	2017-01-29 03:07:10.000000 UTC	wscript.exe
* 0x9d95d20	FILE	39919	2	File	Archive	FILE_NAME	2017-01-29 03:07:10.000000 UTC	2017-01-29 03:07:10.000000 UTC	2017-01-29 03:07:10.000000 UTC	2017-01-29 03:07:10.000000 UTC	wscript.exe
0x9d99050	FILE	18372	2	File	N/A	STANDARD_INFORMATION	2009-07-14 05:08:50.000000 UTC	2010-11-21 02:41:55.000000 UTC	2017-01-29 02:58:32.000000 UTC	2009-07-14 05:08:50.000000 UTC	N/A
* 0x9d990b0	FILE	18372	2	File	Archive	FILE_NAME	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	A35BB7~1
* 0x9d99120	FILE	18372	2	File	Archive	FILE_NAME	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	a35bb7a6-5f0c-4c9f-8450-2b3bed532d51
0x9d99450	FILE	18373	2	File	N/A	STANDARD_INFORMATION	2015-04-24 20:41:20.000000 UTC	2015-04-24 20:41:20.000000 UTC	2017-01-29 02:58:32.000000 UTC	2015-04-24 20:41:20.000000 UTC	N/A
* 0x9d994b0	FILE	18373	2	File	Archive	FILE_NAME	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	A394AE~1
* 0x9d99520	FILE	18373	2	File	Archive	FILE_NAME	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	a394aeb0-c47c-4624-bf19-78841e1ba720
0x9d99850	FILE	18374	2	File	N/A	STANDARD_INFORMATION	2009-07-14 05:08:54.000000 UTC	2009-07-14 05:08:54.000000 UTC	2017-01-29 02:58:32.000000 UTC	2009-07-14 05:08:54.000000 UTC	N/A
* 0x9d998b0	FILE	18374	2	File	Archive	FILE_NAME	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	A6AF93~1
* 0x9d99920	FILE	18374	2	File	Archive	FILE_NAME	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	a6af9377-77ce-47ab-ad7d-ec32cad0c82d
0x9d99c50	FILE	18375	2	File	N/A	STANDARD_INFORMATION	2009-07-14 05:08:54.000000 UTC	2009-07-14 05:08:54.000000 UTC	2017-01-29 02:58:32.000000 UTC	2009-07-14 05:08:54.000000 UTC	N/A
* 0x9d99cb0	FILE	18375	2	File	Archive	FILE_NAME	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	A48CAB~1
* 0x9d99d20	FILE	18375	2	File	Archive	FILE_NAME	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	2017-01-29 02:58:29.000000 UTC	a48cabbf-24c8-4b87-b00f-9261807c3b43
0x9dbf050	FILE	44516	2	File	N/A	STANDARD_INFORMATION	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	N/A
* 0x9dbf0b0	FILE	44516	2	File	Archive	FILE_NAME	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	PRESEN~1.AUX
* 0x9dbf128	FILE	44516	2	File	Archive	FILE_NAME	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	PresentationFramework-SystemXmlLinq.ni.dll.aux
0x9dbf450	FILE	44517	2	File	N/A	STANDARD_INFORMATION	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	N/A
* 0x9dbf4b0	FILE	44517	2	File	Archive	FILE_NAME	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	PRESEN~1.DLL
* 0x9dbf528	FILE	44517	2	File	Archive	FILE_NAME	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	PresentationFramework.AeroLite.ni.dll
0x9dbf850	FILE	44518	2	DirInUse	N/A	STANDARD_INFORMATION	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	N/A
* 0x9dbf8b0	FILE	44518	2	DirInUse	0x0	FILE_NAME	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	PRD964~1
* 0x9dbf920	FILE	44518	2	DirInUse	0x0	FILE_NAME	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	2017-01-29 00:42:14.000000 UTC	Presentatio1c9175f8#
0x9dbfc50	FILE	44519	1	File	N/A	STANDARD_INFORMATION	2009-07-14 04:54:23.000000 UTC	2009-07-14 04:54:24.000000 UTC	2017-01-29 03:08:11.000000 UTC	2009-07-14 04:54:23.000000 UTC	N/A
* 0x9dbfcb0	FILE	44519	1	File	Archive	FILE_NAME	2017-01-29 03:08:03.000000 UTC	2017-01-29 03:08:03.000000 UTC	2017-01-29 03:08:03.000000 UTC	2017-01-29 03:08:03.000000 UTC	desktop.ini
0x9de1050	FILE	25764	2	File	N/A	STANDARD_INFORMATION	2009-07-14 01:20:19.000000 UTC	2009-06-10 20:51:49.000000 UTC	2017-01-29 02:58:53.000000 UTC	2009-07-14 01:20:19.000000 UTC	N/A
* 0x9de10b0	FILE	25764	2	File	Archive	FILE_NAME	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	HPOJ2600.CFG
* 0x9de1128	FILE	25764	2	File	Archive	FILE_NAME	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	HPOJ2600.CFG
0x9de1450	FILE	25765	2	File	N/A	STANDARD_INFORMATION	2009-07-14 01:20:39.000000 UTC	2009-06-10 20:51:49.000000 UTC	2017-01-29 02:58:53.000000 UTC	2009-07-14 01:20:39.000000 UTC	N/A
* 0x9de14b0	FILE	25765	2	File	Archive	FILE_NAME	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	HPOJ2700.CFG
* 0x9de1528	FILE	25765	2	File	Archive	FILE_NAME	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	HPOJ2700.CFG
0x9de1850	FILE	25766	2	File	N/A	STANDARD_INFORMATION	2009-07-14 01:19:59.000000 UTC	2009-06-10 20:51:49.000000 UTC	2017-01-29 02:58:53.000000 UTC	2009-07-14 01:19:59.000000 UTC	N/A
* 0x9de18b0	FILE	25766	2	File	Archive	FILE_NAME	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	HPOJ7200.CFG
* 0x9de1928	FILE	25766	2	File	Archive	FILE_NAME	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	HPOJ7200.CFG
0x9de1c50	FILE	25767	2	File	N/A	STANDARD_INFORMATION	2009-07-14 01:20:32.000000 UTC	2009-06-10 20:51:49.000000 UTC	2017-01-29 02:58:53.000000 UTC	2009-07-14 01:20:32.000000 UTC	N/A
* 0x9de1cb0	FILE	25767	2	File	Archive	FILE_NAME	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	HPOJ7300.CFG
* 0x9de1d28	FILE	25767	2	File	Archive	FILE_NAME	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	2017-01-29 02:58:53.000000 UTC	HPOJ7300.CFG
0x9de2050	FILE	72404	3	File	N/A	STANDARD_INFORMATION	2011-04-12 08:17:18.000000 UTC	2011-04-12 08:17:18.000000 UTC	2017-01-29 03:09:30.000000 UTC	2011-04-12 08:17:18.000000 UTC	N/A
* 0x9de20b0	FILE	72404	3	File	Archive	FILE_NAME	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	WDMAUD~1.MUI
* 0x9de2128	FILE	72404	3	File	Archive	FILE_NAME	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	wdmaud.drv.mui
* 0x9de21a0	FILE	72404	3	File	Archive	FILE_NAME	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	wdmaud.drv.mui
0x9de2450	FILE	72405	3	File	N/A	STANDARD_INFORMATION	2011-04-12 08:17:16.000000 UTC	2011-04-12 08:17:16.000000 UTC	2017-01-29 03:09:30.000000 UTC	2011-04-12 08:17:16.000000 UTC	N/A
* 0x9de24b0	FILE	72405	3	File	Archive	FILE_NAME	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	WDMAUD~1.MUI
* 0x9de2528	FILE	72405	3	File	Archive	FILE_NAME	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	wdmaud.drv.mui
* 0x9de25a0	FILE	72405	3	File	Archive	FILE_NAME	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	wdmaud.drv.mui
0x9de2850	FILE	72406	3	File	N/A	STANDARD_INFORMATION	2011-04-12 08:17:31.000000 UTC	2011-04-12 08:17:31.000000 UTC	2017-01-29 03:09:30.000000 UTC	2011-04-12 08:17:31.000000 UTC	N/A
* 0x9de28b0	FILE	72406	3	File	Archive	FILE_NAME	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	WEB.rs.mui
* 0x9de2920	FILE	72406	3	File	Archive	FILE_NAME	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	WEBRS~1.MUI
* 0x9de2990	FILE	72406	3	File	Archive	FILE_NAME	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	2017-01-29 03:09:29.000000 UTC	WEB.rs.mui
