Volatility 3 Framework 2.28.0

PID	Process	Block	Variable	Value
1712	spoolsv.exe	0x670ff0	ProgramData	C:\ProgramData
1712	spoolsv.exe	0x670ff0	ProgramFiles	C:\Program Files
1712	spoolsv.exe	0x670ff0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1712	spoolsv.exe	0x670ff0	PUBLIC	C:\Users\Public
1712	spoolsv.exe	0x670ff0	SystemDrive	C:
1712	spoolsv.exe	0x670ff0	SystemRoot	C:\Windows
1712	spoolsv.exe	0x670ff0	TEMP	C:\Windows\TEMP
1712	spoolsv.exe	0x670ff0	TMP	C:\Windows\TEMP
1712	spoolsv.exe	0x670ff0	USERDOMAIN	WORKGROUP
1712	spoolsv.exe	0x670ff0	USERNAME	WIN-ETSA91RKCFP$
1712	spoolsv.exe	0x670ff0	USERPROFILE	C:\Windows\system32\config\systemprofile
1712	spoolsv.exe	0x670ff0	windir	C:\Windows
1748	svchost.exe	0x171068	ALLUSERSPROFILE	C:\ProgramData
1748	svchost.exe	0x171068	APPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Roaming
1748	svchost.exe	0x171068	CommonProgramFiles	C:\Program Files\Common Files
1748	svchost.exe	0x171068	COMPUTERNAME	WIN-ETSA91RKCFP
1748	svchost.exe	0x171068	ComSpec	C:\Windows\system32\cmd.exe
1748	svchost.exe	0x171068	FP_NO_HOST_CHECK	NO
1748	svchost.exe	0x171068	LOCALAPPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Local
1748	svchost.exe	0x171068	NUMBER_OF_PROCESSORS	1
1748	svchost.exe	0x171068	OS	Windows_NT
1748	svchost.exe	0x171068	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
1748	svchost.exe	0x171068	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1748	svchost.exe	0x171068	PROCESSOR_ARCHITECTURE	x86
1748	svchost.exe	0x171068	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
1748	svchost.exe	0x171068	PROCESSOR_LEVEL	6
1748	svchost.exe	0x171068	PROCESSOR_REVISION	1706
1748	svchost.exe	0x171068	ProgramData	C:\ProgramData
1748	svchost.exe	0x171068	ProgramFiles	C:\Program Files
1748	svchost.exe	0x171068	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1748	svchost.exe	0x171068	PUBLIC	C:\Users\Public
1748	svchost.exe	0x171068	SystemDrive	C:
1748	svchost.exe	0x171068	SystemRoot	C:\Windows
1748	svchost.exe	0x171068	TEMP	C:\Windows\SERVIC~2\LOCALS~1\AppData\Local\Temp
1748	svchost.exe	0x171068	TMP	C:\Windows\SERVIC~2\LOCALS~1\AppData\Local\Temp
1748	svchost.exe	0x171068	USERDOMAIN	NT AUTHORITY
1748	svchost.exe	0x171068	USERNAME	LOCAL SERVICE
1748	svchost.exe	0x171068	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
1748	svchost.exe	0x171068	windir	C:\Windows
1968	vmtoolsd.exe	0x220ff0	ALLUSERSPROFILE	C:\ProgramData
1968	vmtoolsd.exe	0x220ff0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
1968	vmtoolsd.exe	0x220ff0	CommonProgramFiles	C:\Program Files\Common Files
1968	vmtoolsd.exe	0x220ff0	COMPUTERNAME	WIN-ETSA91RKCFP
1968	vmtoolsd.exe	0x220ff0	ComSpec	C:\Windows\system32\cmd.exe
1968	vmtoolsd.exe	0x220ff0	FP_NO_HOST_CHECK	NO
1968	vmtoolsd.exe	0x220ff0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
1968	vmtoolsd.exe	0x220ff0	NUMBER_OF_PROCESSORS	1
1968	vmtoolsd.exe	0x220ff0	OS	Windows_NT
1968	vmtoolsd.exe	0x220ff0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;
1968	vmtoolsd.exe	0x220ff0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1968	vmtoolsd.exe	0x220ff0	PROCESSOR_ARCHITECTURE	x86
1968	vmtoolsd.exe	0x220ff0	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
1968	vmtoolsd.exe	0x220ff0	PROCESSOR_LEVEL	6
1968	vmtoolsd.exe	0x220ff0	PROCESSOR_REVISION	1706
1968	vmtoolsd.exe	0x220ff0	ProgramData	C:\ProgramData
1968	vmtoolsd.exe	0x220ff0	ProgramFiles	C:\Program Files
1968	vmtoolsd.exe	0x220ff0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1968	vmtoolsd.exe	0x220ff0	PUBLIC	C:\Users\Public
1968	vmtoolsd.exe	0x220ff0	SystemDrive	C:
1968	vmtoolsd.exe	0x220ff0	SystemRoot	C:\Windows
1968	vmtoolsd.exe	0x220ff0	TEMP	C:\Windows\TEMP
1968	vmtoolsd.exe	0x220ff0	TMP	C:\Windows\TEMP
1968	vmtoolsd.exe	0x220ff0	USERDOMAIN	WORKGROUP
1968	vmtoolsd.exe	0x220ff0	USERNAME	WIN-ETSA91RKCFP$
1968	vmtoolsd.exe	0x220ff0	USERPROFILE	C:\Windows\system32\config\systemprofile
1968	vmtoolsd.exe	0x220ff0	windir	C:\Windows
1612	TPAutoConnSvc.	0x2f0ff0	ALLUSERSPROFILE	C:\ProgramData
1612	TPAutoConnSvc.	0x2f0ff0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
1612	TPAutoConnSvc.	0x2f0ff0	CommonProgramFiles	C:\Program Files\Common Files
1612	TPAutoConnSvc.	0x2f0ff0	COMPUTERNAME	WIN-ETSA91RKCFP
1612	TPAutoConnSvc.	0x2f0ff0	ComSpec	C:\Windows\system32\cmd.exe
1612	TPAutoConnSvc.	0x2f0ff0	FP_NO_HOST_CHECK	NO
1612	TPAutoConnSvc.	0x2f0ff0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
1612	TPAutoConnSvc.	0x2f0ff0	NUMBER_OF_PROCESSORS	1
1612	TPAutoConnSvc.	0x2f0ff0	OS	Windows_NT
1612	TPAutoConnSvc.	0x2f0ff0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;
1612	TPAutoConnSvc.	0x2f0ff0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1612	TPAutoConnSvc.	0x2f0ff0	PROCESSOR_ARCHITECTURE	x86
1612	TPAutoConnSvc.	0x2f0ff0	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
1612	TPAutoConnSvc.	0x2f0ff0	PROCESSOR_LEVEL	6
1612	TPAutoConnSvc.	0x2f0ff0	PROCESSOR_REVISION	1706
1612	TPAutoConnSvc.	0x2f0ff0	ProgramData	C:\ProgramData
1612	TPAutoConnSvc.	0x2f0ff0	ProgramFiles	C:\Program Files
1612	TPAutoConnSvc.	0x2f0ff0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1612	TPAutoConnSvc.	0x2f0ff0	PUBLIC	C:\Users\Public
1612	TPAutoConnSvc.	0x2f0ff0	SystemDrive	C:
1612	TPAutoConnSvc.	0x2f0ff0	SystemRoot	C:\Windows
1612	TPAutoConnSvc.	0x2f0ff0	TEMP	C:\Windows\TEMP
1612	TPAutoConnSvc.	0x2f0ff0	TMP	C:\Windows\TEMP
1612	TPAutoConnSvc.	0x2f0ff0	USERDOMAIN	WORKGROUP
1612	TPAutoConnSvc.	0x2f0ff0	USERNAME	WIN-ETSA91RKCFP$
1612	TPAutoConnSvc.	0x2f0ff0	USERPROFILE	C:\Windows\system32\config\systemprofile
1612	TPAutoConnSvc.	0x2f0ff0	windir	C:\Windows
2352	taskhost.exe	0x341038	ALLUSERSPROFILE	C:\ProgramData
2352	taskhost.exe	0x341038	APPDATA	C:\Users\John Doe\AppData\Roaming
2352	taskhost.exe	0x341038	CommonProgramFiles	C:\Program Files\Common Files
2352	taskhost.exe	0x341038	COMPUTERNAME	WIN-ETSA91RKCFP
2352	taskhost.exe	0x341038	ComSpec	C:\Windows\system32\cmd.exe
2352	taskhost.exe	0x341038	FP_NO_HOST_CHECK	NO
2352	taskhost.exe	0x341038	HOMEDRIVE	C:
2352	taskhost.exe	0x341038	HOMEPATH	\Users\John Doe
2352	taskhost.exe	0x341038	LOCALAPPDATA	C:\Users\John Doe\AppData\Local
2352	taskhost.exe	0x341038	LOGONSERVER	\\WIN-ETSA91RKCFP
2352	taskhost.exe	0x341038	NUMBER_OF_PROCESSORS	1
2352	taskhost.exe	0x341038	OS	Windows_NT
2352	taskhost.exe	0x341038	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
2352	taskhost.exe	0x341038	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2352	taskhost.exe	0x341038	PROCESSOR_ARCHITECTURE	x86
2352	taskhost.exe	0x341038	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
2352	taskhost.exe	0x341038	PROCESSOR_LEVEL	6
2352	taskhost.exe	0x341038	PROCESSOR_REVISION	1706
2352	taskhost.exe	0x341038	ProgramData	C:\ProgramData
2352	taskhost.exe	0x341038	ProgramFiles	C:\Program Files
2352	taskhost.exe	0x341038	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
2352	taskhost.exe	0x341038	PUBLIC	C:\Users\Public
2352	taskhost.exe	0x341038	SystemDrive	C:
2352	taskhost.exe	0x341038	SystemRoot	C:\Windows
2352	taskhost.exe	0x341038	TEMP	C:\Users\JOHNDO~1\AppData\Local\Temp
2352	taskhost.exe	0x341038	TMP	C:\Users\JOHNDO~1\AppData\Local\Temp
2352	taskhost.exe	0x341038	USERDOMAIN	WIN-ETSA91RKCFP
2352	taskhost.exe	0x341038	USERNAME	John Doe
2352	taskhost.exe	0x341038	USERPROFILE	C:\Users\John Doe
2352	taskhost.exe	0x341038	windir	C:\Windows
2496	dwm.exe	0x171038	ALLUSERSPROFILE	C:\ProgramData
2496	dwm.exe	0x171038	APPDATA	C:\Users\John Doe\AppData\Roaming
2496	dwm.exe	0x171038	CommonProgramFiles	C:\Program Files\Common Files
2496	dwm.exe	0x171038	COMPUTERNAME	WIN-ETSA91RKCFP
2496	dwm.exe	0x171038	ComSpec	C:\Windows\system32\cmd.exe
2496	dwm.exe	0x171038	FP_NO_HOST_CHECK	NO
2496	dwm.exe	0x171038	HOMEDRIVE	C:
2496	dwm.exe	0x171038	HOMEPATH	\Users\John Doe
2496	dwm.exe	0x171038	LOCALAPPDATA	C:\Users\John Doe\AppData\Local
2496	dwm.exe	0x171038	LOGONSERVER	\\WIN-ETSA91RKCFP
2496	dwm.exe	0x171038	NUMBER_OF_PROCESSORS	1
2496	dwm.exe	0x171038	OS	Windows_NT
2496	dwm.exe	0x171038	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
2496	dwm.exe	0x171038	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2496	dwm.exe	0x171038	PROCESSOR_ARCHITECTURE	x86
2496	dwm.exe	0x171038	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
2496	dwm.exe	0x171038	PROCESSOR_LEVEL	6
2496	dwm.exe	0x171038	PROCESSOR_REVISION	1706
2496	dwm.exe	0x171038	ProgramData	C:\ProgramData
2496	dwm.exe	0x171038	ProgramFiles	C:\Program Files
2496	dwm.exe	0x171038	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
2496	dwm.exe	0x171038	PUBLIC	C:\Users\Public
2496	dwm.exe	0x171038	SystemDrive	C:
2496	dwm.exe	0x171038	SystemRoot	C:\Windows
2496	dwm.exe	0x171038	TEMP	C:\Users\JOHNDO~1\AppData\Local\Temp
2496	dwm.exe	0x171038	TMP	C:\Users\JOHNDO~1\AppData\Local\Temp
2496	dwm.exe	0x171038	USERDOMAIN	WIN-ETSA91RKCFP
2496	dwm.exe	0x171038	USERNAME	John Doe
2496	dwm.exe	0x171038	USERPROFILE	C:\Users\John Doe
2496	dwm.exe	0x171038	windir	C:\Windows
2548	explorer.exe	0x2e1060	ALLUSERSPROFILE	C:\ProgramData
2548	explorer.exe	0x2e1060	APPDATA	C:\Users\John Doe\AppData\Roaming
2548	explorer.exe	0x2e1060	CommonProgramFiles	C:\Program Files\Common Files
2548	explorer.exe	0x2e1060	COMPUTERNAME	WIN-ETSA91RKCFP
2548	explorer.exe	0x2e1060	ComSpec	C:\Windows\system32\cmd.exe
2548	explorer.exe	0x2e1060	FP_NO_HOST_CHECK	NO
2548	explorer.exe	0x2e1060	HOMEDRIVE	C:
2548	explorer.exe	0x2e1060	HOMEPATH	\Users\John Doe
2548	explorer.exe	0x2e1060	LOCALAPPDATA	C:\Users\John Doe\AppData\Local
2548	explorer.exe	0x2e1060	LOGONSERVER	\\WIN-ETSA91RKCFP
2548	explorer.exe	0x2e1060	NUMBER_OF_PROCESSORS	1
2548	explorer.exe	0x2e1060	OS	Windows_NT
2548	explorer.exe	0x2e1060	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
2548	explorer.exe	0x2e1060	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2548	explorer.exe	0x2e1060	PROCESSOR_ARCHITECTURE	x86
2548	explorer.exe	0x2e1060	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
2548	explorer.exe	0x2e1060	PROCESSOR_LEVEL	6
2548	explorer.exe	0x2e1060	PROCESSOR_REVISION	1706
2548	explorer.exe	0x2e1060	ProgramData	C:\ProgramData
2548	explorer.exe	0x2e1060	ProgramFiles	C:\Program Files
2548	explorer.exe	0x2e1060	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
2548	explorer.exe	0x2e1060	PUBLIC	C:\Users\Public
2548	explorer.exe	0x2e1060	SESSIONNAME	Console
2548	explorer.exe	0x2e1060	SystemDrive	C:
2548	explorer.exe	0x2e1060	SystemRoot	C:\Windows
2548	explorer.exe	0x2e1060	TEMP	C:\Users\JOHNDO~1\AppData\Local\Temp
2548	explorer.exe	0x2e1060	TMP	C:\Users\JOHNDO~1\AppData\Local\Temp
2548	explorer.exe	0x2e1060	USERDOMAIN	WIN-ETSA91RKCFP
2548	explorer.exe	0x2e1060	USERNAME	John Doe
2548	explorer.exe	0x2e1060	USERPROFILE	C:\Users\John Doe
2548	explorer.exe	0x2e1060	windir	C:\Windows
2568	TPAutoConnect.	0x670ff0	ALLUSERSPROFILE	C:\ProgramData
2568	TPAutoConnect.	0x670ff0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
2568	TPAutoConnect.	0x670ff0	CommonProgramFiles	C:\Program Files\Common Files
2568	TPAutoConnect.	0x670ff0	COMPUTERNAME	WIN-ETSA91RKCFP
2568	TPAutoConnect.	0x670ff0	ComSpec	C:\Windows\system32\cmd.exe
2568	TPAutoConnect.	0x670ff0	FP_NO_HOST_CHECK	NO
2568	TPAutoConnect.	0x670ff0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
2568	TPAutoConnect.	0x670ff0	NUMBER_OF_PROCESSORS	1
2568	TPAutoConnect.	0x670ff0	OS	Windows_NT
2568	TPAutoConnect.	0x670ff0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;
2568	TPAutoConnect.	0x670ff0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2568	TPAutoConnect.	0x670ff0	PROCESSOR_ARCHITECTURE	x86
2568	TPAutoConnect.	0x670ff0	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
2568	TPAutoConnect.	0x670ff0	PROCESSOR_LEVEL	6
2568	TPAutoConnect.	0x670ff0	PROCESSOR_REVISION	1706
2568	TPAutoConnect.	0x670ff0	ProgramData	C:\ProgramData
2568	TPAutoConnect.	0x670ff0	ProgramFiles	C:\Program Files
2568	TPAutoConnect.	0x670ff0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
2568	TPAutoConnect.	0x670ff0	PUBLIC	C:\Users\Public
2568	TPAutoConnect.	0x670ff0	SystemDrive	C:
2568	TPAutoConnect.	0x670ff0	SystemRoot	C:\Windows
2568	TPAutoConnect.	0x670ff0	TEMP	C:\Windows\TEMP
2568	TPAutoConnect.	0x670ff0	TMP	C:\Windows\TEMP
2568	TPAutoConnect.	0x670ff0	USERDOMAIN	WORKGROUP
2568	TPAutoConnect.	0x670ff0	USERNAME	WIN-ETSA91RKCFP$
2568	TPAutoConnect.	0x670ff0	USERPROFILE	C:\Windows\system32\config\systemprofile
2568	TPAutoConnect.	0x670ff0	windir	C:\Windows
2660	VMwareTray.exe	0x2610b0	ALLUSERSPROFILE	C:\ProgramData
2660	VMwareTray.exe	0x2610b0	APPDATA	C:\Users\John Doe\AppData\Roaming
2660	VMwareTray.exe	0x2610b0	CommonProgramFiles	C:\Program Files\Common Files
2660	VMwareTray.exe	0x2610b0	COMPUTERNAME	WIN-ETSA91RKCFP
2660	VMwareTray.exe	0x2610b0	ComSpec	C:\Windows\system32\cmd.exe
2660	VMwareTray.exe	0x2610b0	FP_NO_HOST_CHECK	NO
2660	VMwareTray.exe	0x2610b0	HOMEDRIVE	C:
2660	VMwareTray.exe	0x2610b0	HOMEPATH	\Users\John Doe
2660	VMwareTray.exe	0x2610b0	LOCALAPPDATA	C:\Users\John Doe\AppData\Local
2660	VMwareTray.exe	0x2610b0	LOGONSERVER	\\WIN-ETSA91RKCFP
2660	VMwareTray.exe	0x2610b0	NUMBER_OF_PROCESSORS	1
2660	VMwareTray.exe	0x2610b0	OS	Windows_NT
2660	VMwareTray.exe	0x2610b0	Path	C:\Program Files\VMware\VMware Tools\;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
2660	VMwareTray.exe	0x2610b0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2660	VMwareTray.exe	0x2610b0	PROCESSOR_ARCHITECTURE	x86
2660	VMwareTray.exe	0x2610b0	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
2660	VMwareTray.exe	0x2610b0	PROCESSOR_LEVEL	6
2660	VMwareTray.exe	0x2610b0	PROCESSOR_REVISION	1706
2660	VMwareTray.exe	0x2610b0	ProgramData	C:\ProgramData
2660	VMwareTray.exe	0x2610b0	ProgramFiles	C:\Program Files
2660	VMwareTray.exe	0x2610b0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
2660	VMwareTray.exe	0x2610b0	PUBLIC	C:\Users\Public
2660	VMwareTray.exe	0x2610b0	SESSIONNAME	Console
2660	VMwareTray.exe	0x2610b0	SystemDrive	C:
2660	VMwareTray.exe	0x2610b0	SystemRoot	C:\Windows
2660	VMwareTray.exe	0x2610b0	TEMP	C:\Users\JOHNDO~1\AppData\Local\Temp
2660	VMwareTray.exe	0x2610b0	TMP	C:\Users\JOHNDO~1\AppData\Local\Temp
2660	VMwareTray.exe	0x2610b0	USERDOMAIN	WIN-ETSA91RKCFP
2660	VMwareTray.exe	0x2610b0	USERNAME	John Doe
2660	VMwareTray.exe	0x2610b0	USERPROFILE	C:\Users\John Doe
2660	VMwareTray.exe	0x2610b0	windir	C:\Windows
2676	VMwareUser.exe	0x2f10c0	ALLUSERSPROFILE	C:\ProgramData
2676	VMwareUser.exe	0x2f10c0	APPDATA	C:\Users\John Doe\AppData\Roaming
2676	VMwareUser.exe	0x2f10c0	CommonProgramFiles	C:\Program Files\Common Files
2676	VMwareUser.exe	0x2f10c0	COMPUTERNAME	WIN-ETSA91RKCFP
2676	VMwareUser.exe	0x2f10c0	ComSpec	C:\Windows\system32\cmd.exe
2676	VMwareUser.exe	0x2f10c0	FP_NO_HOST_CHECK	NO
2676	VMwareUser.exe	0x2f10c0	HOMEDRIVE	C:
2676	VMwareUser.exe	0x2f10c0	HOMEPATH	\Users\John Doe
2676	VMwareUser.exe	0x2f10c0	LOCALAPPDATA	C:\Users\John Doe\AppData\Local
2676	VMwareUser.exe	0x2f10c0	LOGONSERVER	\\WIN-ETSA91RKCFP
2676	VMwareUser.exe	0x2f10c0	NUMBER_OF_PROCESSORS	1
2676	VMwareUser.exe	0x2f10c0	OS	Windows_NT
2676	VMwareUser.exe	0x2f10c0	Path	C:\Program Files\VMware\VMware Tools\;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
2676	VMwareUser.exe	0x2f10c0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2676	VMwareUser.exe	0x2f10c0	PROCESSOR_ARCHITECTURE	x86
2676	VMwareUser.exe	0x2f10c0	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
2676	VMwareUser.exe	0x2f10c0	PROCESSOR_LEVEL	6
2676	VMwareUser.exe	0x2f10c0	PROCESSOR_REVISION	1706
2676	VMwareUser.exe	0x2f10c0	ProgramData	C:\ProgramData
2676	VMwareUser.exe	0x2f10c0	ProgramFiles	C:\Program Files
2676	VMwareUser.exe	0x2f10c0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
2676	VMwareUser.exe	0x2f10c0	PUBLIC	C:\Users\Public
2676	VMwareUser.exe	0x2f10c0	SESSIONNAME	Console
2676	VMwareUser.exe	0x2f10c0	SystemDrive	C:
2676	VMwareUser.exe	0x2f10c0	SystemRoot	C:\Windows
2676	VMwareUser.exe	0x2f10c0	TEMP	C:\Users\JOHNDO~1\AppData\Local\Temp
2676	VMwareUser.exe	0x2f10c0	TMP	C:\Users\JOHNDO~1\AppData\Local\Temp
2676	VMwareUser.exe	0x2f10c0	USERDOMAIN	WIN-ETSA91RKCFP
2676	VMwareUser.exe	0x2f10c0	USERNAME	John Doe
2676	VMwareUser.exe	0x2f10c0	USERPROFILE	C:\Users\John Doe
2676	VMwareUser.exe	0x2f10c0	windir	C:\Windows
2720	AvastUI.exe	0x2710c0	ALLUSERSPROFILE	C:\ProgramData
2720	AvastUI.exe	0x2710c0	APPDATA	C:\Users\John Doe\AppData\Roaming
2720	AvastUI.exe	0x2710c0	CommonProgramFiles	C:\Program Files\Common Files
2720	AvastUI.exe	0x2710c0	COMPUTERNAME	WIN-ETSA91RKCFP
2720	AvastUI.exe	0x2710c0	ComSpec	C:\Windows\system32\cmd.exe
2720	AvastUI.exe	0x2710c0	FP_NO_HOST_CHECK	NO
2720	AvastUI.exe	0x2710c0	HOMEDRIVE	C:
2720	AvastUI.exe	0x2710c0	HOMEPATH	\Users\John Doe
2720	AvastUI.exe	0x2710c0	LOCALAPPDATA	C:\Users\John Doe\AppData\Local
2720	AvastUI.exe	0x2710c0	LOGONSERVER	\\WIN-ETSA91RKCFP
2720	AvastUI.exe	0x2710c0	NUMBER_OF_PROCESSORS	1
2720	AvastUI.exe	0x2710c0	OS	Windows_NT
2720	AvastUI.exe	0x2710c0	Path	C:\Program Files\AVAST Software\Avast;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
2720	AvastUI.exe	0x2710c0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2720	AvastUI.exe	0x2710c0	PROCESSOR_ARCHITECTURE	x86
2720	AvastUI.exe	0x2710c0	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
2720	AvastUI.exe	0x2710c0	PROCESSOR_LEVEL	6
2720	AvastUI.exe	0x2710c0	PROCESSOR_REVISION	1706
2720	AvastUI.exe	0x2710c0	ProgramData	C:\ProgramData
2720	AvastUI.exe	0x2710c0	ProgramFiles	C:\Program Files
2720	AvastUI.exe	0x2710c0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
2720	AvastUI.exe	0x2710c0	PUBLIC	C:\Users\Public
2720	AvastUI.exe	0x2710c0	SESSIONNAME	Console
2720	AvastUI.exe	0x2710c0	SystemDrive	C:
2720	AvastUI.exe	0x2710c0	SystemRoot	C:\Windows
2720	AvastUI.exe	0x2710c0	TEMP	C:\Users\JOHNDO~1\AppData\Local\Temp
2720	AvastUI.exe	0x2710c0	TMP	C:\Users\JOHNDO~1\AppData\Local\Temp
2720	AvastUI.exe	0x2710c0	USERDOMAIN	WIN-ETSA91RKCFP
2720	AvastUI.exe	0x2710c0	USERNAME	John Doe
2720	AvastUI.exe	0x2710c0	USERPROFILE	C:\Users\John Doe
2720	AvastUI.exe	0x2710c0	windir	C:\Windows
2744	StikyNot.exe	0x331070	ALLUSERSPROFILE	C:\ProgramData
2744	StikyNot.exe	0x331070	APPDATA	C:\Users\John Doe\AppData\Roaming
2744	StikyNot.exe	0x331070	CommonProgramFiles	C:\Program Files\Common Files
2744	StikyNot.exe	0x331070	COMPUTERNAME	WIN-ETSA91RKCFP
2744	StikyNot.exe	0x331070	ComSpec	C:\Windows\system32\cmd.exe
2744	StikyNot.exe	0x331070	FP_NO_HOST_CHECK	NO
2744	StikyNot.exe	0x331070	HOMEDRIVE	C:
2744	StikyNot.exe	0x331070	HOMEPATH	\Users\John Doe
2744	StikyNot.exe	0x331070	LOCALAPPDATA	C:\Users\John Doe\AppData\Local
2744	StikyNot.exe	0x331070	LOGONSERVER	\\WIN-ETSA91RKCFP
2744	StikyNot.exe	0x331070	NUMBER_OF_PROCESSORS	1
2744	StikyNot.exe	0x331070	OS	Windows_NT
2744	StikyNot.exe	0x331070	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
2744	StikyNot.exe	0x331070	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
2744	StikyNot.exe	0x331070	PROCESSOR_ARCHITECTURE	x86
2744	StikyNot.exe	0x331070	PROCESSOR_IDENTIFIER	x86 Family 6 Model 23 Stepping 6, GenuineIntel
2744	StikyNot.exe	0x331070	PROCESSOR_LEVEL	6
2744	StikyNot.exe	0x331070	PROCESSOR_REVISION	1706
2744	StikyNot.exe	0x331070	ProgramData	C:\ProgramData
2744	StikyNot.exe	0x331070	ProgramFiles	C:\Program Files
2744	StikyNot.exe	0x331070	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
2744	StikyNot.exe	0x331070	PUBLIC	C:\Users\Public
2744	StikyNot.exe	0x331070	SESSIONNAME	Console
2744	StikyNot.exe	0x331070	SystemDrive	C:
2744	StikyNot.exe	0x331070	SystemRoot	C:\Windows
2744	StikyNot.exe	0x331070	TEMP	C:\Users\JOHNDO~1\AppData\Local\Temp
